continent,dw_region,region,income,iso3,country,city,year,pm10.mean,pm10.coverage,pm10.converted,pm25.mean,pm25.coverage,pm25.converted,stations,reference,db.version,status
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Egerkingen,2016,16,NA,Measured,12,NA,Converted,1 Traffic,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Eggerberg,2016,10,NA,Measured,8,NA,Converted,1 Background,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Engelberg,2011,18,NA,Measured,14,NA,Converted,1 Background,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Erstfeld,2016,12,NA,Measured,9,NA,Converted,1 Traffic,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Frauenfeld,2016,14,NA,Measured,10,NA,Converted,1 Background,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Fribourg,2016,14,NA,Measured,11,NA,Converted,"1 Background, 1 Traffic",BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Frutigen,2016,15,NA,Measured,11,NA,Converted,1 Background,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Geneve,2016,18,NA,Measured,13,NA,Converted,1 Background,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Giubiasco,2016,18,NA,Measured,13,NA,Converted,1 Industry,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Glarus,2016,13,NA,Measured,9,NA,Converted,1 Background,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Harkingen,2016,15,NA,Measured,11,NA,Measured,1 Traffic,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Heiden,2012,14,NA,Measured,10,NA,Converted,1 Background,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Ittigen,2016,15,>75%,Measured,11,NA,Converted,"1 Background, 1 Suburban-Background","BAFU, The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Kussnacht,2016,6,>75%,Measured,5,NA,Converted,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Lausanne,2016,17,>75%,Measured,12,NA,Converted,"1 Traffic, 1 Urban-Traffic","BAFU, The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Locarno,2016,17,NA,Measured,12,NA,Converted,1 Traffic,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Lugano,2016,17,>75%,Measured,13,NA,Measured,"1 Background, 1 Suburban-Background, 1 Urban-Background","BAFU, The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Luzern,2016,20,NA,Measured,15,NA,Converted,1 Traffic,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Magadino,2016,16,NA,Measured,12,NA,Measured,1 Background,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Massongex,2016,14,NA,Measured,10,NA,Converted,1 Industry,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Mendrisio,2016,24,NA,Measured,18,NA,Converted,1 Traffic,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Meyrin,2016,15,>75%,Measured,11,NA,Converted,"1 Background, 1 Suburban-Background","BAFU, The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Moleno,2016,17,NA,Measured,12,NA,Converted,1 Traffic,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Montana,2015,9,NA,Measured,7,NA,Converted,1 Background,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Montreux,2016,12,NA,Measured,9,NA,Converted,1 Background,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Morges,2016,18,NA,Measured,13,NA,Converted,1 Background,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Muttenz,2016,18,NA,Measured,13,NA,Converted,1 Traffic,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Neuchatel,2016,11,>75%,Measured,8,NA,Converted,"1 Rural-Background, 1 Traffic","BAFU, The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Neuhausen,2014,12,NA,Measured,9,NA,Converted,1 Background,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Nyon,2016,16,NA,Measured,12,NA,Converted,1 Background,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Olten,2014,14,NA,Measured,10,NA,Converted,1 Background,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Opfikon,2016,16,>75%,Measured,12,NA,Converted,"1 Suburban-Traffic, 1 Traffic","BAFU, The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Payerne,2016,12,>75%,Measured,8,NA,Measured,"1 Background, 1 Rural-Background","BAFU, The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Porrentruy,2016,13,NA,Measured,10,NA,Converted,1 Background,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Rapperswil,2015,16,NA,Measured,11,NA,Converted,1 Traffic,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Reiden,2016,15,NA,Measured,11,NA,Converted,1 Traffic,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Rigi,2016,6,NA,Measured,5,NA,Measured,1 Background,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Rothenbrunnen,2016,12,NA,Measured,8,NA,Converted,1 Traffic,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Roveredo,2015,18,NA,Measured,14,NA,Converted,1 Traffic,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Saxon,2016,14,>75%,Measured,10,NA,Converted,"1 Background, 1 Rural-Background","BAFU, The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Schlieren,2015,16,NA,Measured,12,NA,Converted,1 Industry,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Schonenbuch,2015,15,NA,Measured,11,NA,Converted,1 Background,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Schwyz,2016,14,NA,Measured,11,NA,Converted,1 Background,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Sion,2016,16,NA,Measured,12,NA,Converted,1 Traffic,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Sissach,2016,17,NA,Measured,12,NA,Converted,1 Traffic,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Sisseln,2016,17,NA,Measured,12,NA,Converted,1 Background,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Solothurn,2016,14,NA,Measured,10,NA,Measured,"1 Background, 1 Traffic",BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,St. Gallen,2015,9,>75%,Measured,7,NA,Converted,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Stans,2010,26,NA,Measured,19,NA,Converted,1 Background,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Suhr,2016,15,NA,Measured,11,NA,Converted,1 Traffic,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Tanikon,2016,11,NA,Measured,8,NA,Converted,1 Background,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Thonex,2016,16,>75%,Measured,12,NA,Converted,"1 Background, 1 Suburban-Background","BAFU, The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Thun,2016,13,NA,Measured,10,NA,Converted,1 Background,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Tuggen Mehrzweckhalle,2012,15,NA,Measured,11,NA,Converted,1 Background,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Wald,2016,9,NA,Measured,6,NA,Converted,1 Background,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Weinfelden,2016,15,NA,Measured,11,NA,Converted,1 Background,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Winterthur,2016,14,NA,Measured,10,NA,Converted,1 Background,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Yverdon,2016,15,NA,Measured,11,NA,Converted,1 Background,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Zug,2016,15,NA,Measured,11,NA,Converted,1 Traffic,BAFU,2018,
Europe,Western and Southern Europe,Europe,HIC,CHE,Switzerland,Zurich,2016,16,>75%,Measured,10,>75%,Measured,"1 Background, 1 Traffic, 1 Urban-Background, 2 Urban-Traffic","BAFU, The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,
Americas,Americas,Americas,HIC,CHL,Chile,Andacollo,2016,37,NA,Measured,18,NA,Converted,1 N.A.,Ministerio del Medio Ambiente,2018,
Americas,Americas,Americas,HIC,CHL,Chile,Antofagasta,2016,35,NA,Measured,9,NA,Measured,1 N.A.,Ministerio del Medio Ambiente,2018,
Americas,Americas,Americas,HIC,CHL,Chile,Cerrillos,2016,66,NA,Measured,31,NA,Measured,1 N.A.,Ministerio del Medio Ambiente,2018,
Americas,Americas,Americas,HIC,CHL,Chile,Cerro Navia,2016,62,NA,Measured,33,NA,Measured,1 N.A.,Ministerio del Medio Ambiente,2018,
Americas,Americas,Americas,HIC,CHL,Chile,Chiguayante,2016,30,NA,Measured,11,NA,Measured,1 N.A.,Ministerio del Medio Ambiente,2018,
Americas,Americas,Americas,HIC,CHL,Chile,Chillan,2016,40,NA,Measured,26,NA,Measured,2 N.A.,Ministerio del Medio Ambiente,2018,
Americas,Americas,Americas,HIC,CHL,Chile,Comuna De Coyhaique,2016,85,NA,Measured,67,NA,Measured,2 N.A.,Ministerio del Medio Ambiente,2018,
Americas,Americas,Americas,HIC,CHL,Chile,Concepcion,2016,40,NA,Measured,26,NA,Measured,1 N.A.,Ministerio del Medio Ambiente,2018,
Americas,Americas,Americas,HIC,CHL,Chile,Copiapo,2016,54,NA,Measured,14,NA,Measured,1 N.A.,Ministerio del Medio Ambiente,2018,
Americas,Americas,Americas,HIC,CHL,Chile,Coronel,2016,32,NA,Measured,18,NA,Measured,1 N.A.,Ministerio del Medio Ambiente,2018,
Americas,Americas,Americas,HIC,CHL,Chile,Coyhaique,2014,75,NA,Measured,64,NA,Measured,"2 stations, NA",Ministerio del Medio Ambiente,2016,
Americas,Americas,Americas,HIC,CHL,Chile,Curanilahue,2015,56,NA,Measured,27,NA,Converted,1 N.A.,Ministerio del Medio Ambiente,2018,
Americas,Americas,Americas,HIC,CHL,Chile,Curico,2016,47,NA,Measured,28,NA,Measured,1 N.A.,Ministerio del Medio Ambiente,2018,
Americas,Americas,Americas,HIC,CHL,Chile,El Bosque,2016,67,NA,Measured,35,NA,Measured,1 N.A.,Ministerio del Medio Ambiente,2018,
Americas,Americas,Americas,HIC,CHL,Chile,Independencia,2016,62,NA,Measured,29,NA,Measured,1 N.A.,Ministerio del Medio Ambiente,2018,
Americas,Americas,Americas,HIC,CHL,Chile,La Florida,2016,65,NA,Measured,29,NA,Measured,1 N.A.,Ministerio del Medio Ambiente,2018,
Americas,Americas,Americas,HIC,CHL,Chile,Las Condes,2016,48,NA,Measured,26,NA,Measured,1 N.A.,Ministerio del Medio Ambiente,2018,
Americas,Americas,Americas,HIC,CHL,Chile,Los Angeles,2016,57,NA,Measured,33,NA,Measured,2 N.A.,Ministerio del Medio Ambiente,2018,
Americas,Americas,Americas,HIC,CHL,Chile,Maule,2016,35,NA,Measured,20,NA,Measured,1 N.A.,Ministerio del Medio Ambiente,2018,
Americas,Americas,Americas,HIC,CHL,Chile,Osorno,2016,56,NA,Measured,44,NA,Measured,1 N.A.,Ministerio del Medio Ambiente,2018,
Americas,Americas,Americas,HIC,CHL,Chile,Padre Las Casas,2016,64,NA,Measured,49,NA,Measured,1 N.A.,Ministerio del Medio Ambiente,2018,
Americas,Americas,Americas,HIC,CHL,Chile,Pudahuel,2016,69,NA,Measured,32,NA,Measured,1 N.A.,Ministerio del Medio Ambiente,2018,
Americas,Americas,Americas,HIC,CHL,Chile,Puente Alto,2016,58,NA,Measured,26,NA,Measured,1 N.A.,Ministerio del Medio Ambiente,2018,
Americas,Americas,Americas,HIC,CHL,Chile,Quilicura,2015,89,NA,Measured,30,NA,Measured,1 N.A.,Ministerio del Medio Ambiente,2018,
Americas,Americas,Americas,HIC,CHL,Chile,Quilpue,2016,38,NA,Measured,22,NA,Measured,1 N.A.,Ministerio del Medio Ambiente,2018,
Americas,Americas,Americas,HIC,CHL,Chile,Rancagua,2016,68,NA,Measured,28,NA,Measured,2 N.A.,Ministerio del Medio Ambiente,2018,
Americas,Americas,Americas,HIC,CHL,Chile,Rengo,2016,35,NA,Measured,17,NA,Converted,1 N.A.,Ministerio del Medio Ambiente,2018,
Americas,Americas,Americas,HIC,CHL,Chile,Salamanca,2016,19,NA,Measured,9,NA,Converted,1 N.A.,Ministerio del Medio Ambiente,2018,
Americas,Americas,Americas,HIC,CHL,Chile,San Fernando,2016,45,NA,Measured,22,NA,Converted,1 N.A.,Ministerio del Medio Ambiente,2018,
Americas,Americas,Americas,HIC,CHL,Chile,Santiago,2016,67,NA,Measured,29,NA,Measured,1 N.A.,Ministerio del Medio Ambiente,2018,
Americas,Americas,Americas,HIC,CHL,Chile,Talagante,2015,47,NA,Measured,27,NA,Measured,1 N.A.,Ministerio del Medio Ambiente,2018,
Americas,Americas,Americas,HIC,CHL,Chile,Talca,2016,50,NA,Measured,24,NA,Measured,2 N.A.,Ministerio del Medio Ambiente,2018,
Americas,Americas,Americas,HIC,CHL,Chile,Talcahuano,2016,56,NA,Measured,27,NA,Converted,1 N.A.,Ministerio del Medio Ambiente,2018,
Americas,Americas,Americas,HIC,CHL,Chile,Temuco,2016,52,NA,Measured,35,NA,Measured,2 N.A.,Ministerio del Medio Ambiente,2018,
Americas,Americas,Americas,HIC,CHL,Chile,Tome,2016,37,NA,Measured,16,NA,Measured,2 N.A.,Ministerio del Medio Ambiente,2018,
Americas,Americas,Americas,HIC,CHL,Chile,Valdivia,2016,67,NA,Measured,41,NA,Measured,1 N.A.,Ministerio del Medio Ambiente,2018,
Americas,Americas,Americas,HIC,CHL,Chile,Vina Del Mar,2016,42,NA,Measured,20,NA,Measured,1 N.A.,Ministerio del Medio Ambiente,2018,
Asia,Asia,Western Pacific,LMIC,CHN,China,Anqing,2016,71,NA,Measured,54,NA,Measured,1 N.A.,Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD),2018,
Asia,Asia,Western Pacific,LMIC,CHN,China,Anshan,2015,115,NA,Measured,72,NA,Measured,1 N.A.,Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD),2018,
Asia,Asia,Western Pacific,LMIC,CHN,China,Anshun,2016,38,NA,Measured,27,NA,Measured,1 N.A.,Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD),2018,
Asia,Asia,Western Pacific,LMIC,CHN,China,Anyang,2016,155,NA,Measured,86,NA,Measured,1 N.A.,Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD),2018,
Asia,Asia,Western Pacific,LMIC,CHN,China,Baicheng,2016,75,NA,Measured,48,NA,Measured,1 N.A.,Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD),2018,
Asia,Asia,Western Pacific,LMIC,CHN,China,Baishan,2016,81,NA,Measured,50,NA,Measured,1 N.A.,Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD),2018,
Asia,Asia,Western Pacific,LMIC,CHN,China,Baiyin,2016,95,NA,Measured,39,NA,Measured,1 N.A.,Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD),2018,
Asia,Asia,Western Pacific,LMIC,CHN,China,Baoding,2016,147,NA,Measured,93,NA,Measured,1 N.A.,Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD),2018,
Asia,Asia,Western Pacific,LMIC,CHN,China,Baoji,2016,111,NA,Measured,59,NA,Measured,1 N.A.,Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD),2018,
Asia,Asia,Western Pacific,LMIC,CHN,China,Baotou,2016,105,NA,Measured,47,NA,Measured,1 N.A.,Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD),2018,
Asia,Asia,Western Pacific,LMIC,CHN,China,Beihai,2015,48,NA,Measured,22,NA,Converted,1 N.A.,Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD),2018,
Asia,Asia,Western Pacific,LMIC,CHN,China,Beijing,2016,92,NA,Measured,73,NA,Measured,1 N.A.,Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD),2018,
Asia,Asia,Western Pacific,LMIC,CHN,China,Benxi,2016,74,NA,Measured,45,NA,Measured,1 N.A.,Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD),2018,
Asia,Asia,Western Pacific,LMIC,CHN,China,Bijie,2016,44,NA,Measured,30,NA,Measured,1 N.A.,Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD),2018,
Asia,Asia,Western Pacific,LMIC,CHN,China,Binzhou,2016,123,NA,Measured,70,NA,Measured,1 N.A.,Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD),2018,
Asia,Asia,Western Pacific,LMIC,CHN,China,Bozhou,2016,83,NA,Measured,58,NA,Measured,1 N.A.,Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD),2018,
Asia,Asia,Western Pacific,LMIC,CHN,China,Cangzhou,2015,121,NA,Measured,70,NA,Measured,1 N.A.,Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD),2018,
Asia,Asia,Western Pacific,LMIC,CHN,China,Changchun,2016,78,NA,Measured,46,NA,Measured,1 N.A.,Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD),2018,
Asia,Asia,Western Pacific,LMIC,CHN,China,Changde,2016,80,NA,Measured,56,NA,Measured,1 N.A.,Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD),2018,
Asia,Asia,Western Pacific,LMIC,CHN,China,Changsha,2016,73,NA,Measured,53,NA,Measured,1 N.A.,Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD),2018,
Asia,Asia,Western Pacific,LMIC,CHN,China,Changzhou,2016,81,NA,Measured,49,NA,Measured,1 N.A.,Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD),2018,
Asia,Asia,Western Pacific,LMIC,CHN,China,Chaozhou,2016,51,NA,Measured,33,NA,Measured,1 N.A.,Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD),2018,
Asia,Asia,Western Pacific,LMIC,CHN,China,Chengde,2016,81,NA,Measured,40,NA,Measured,1 N.A.,Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD),2018,
Asia,Asia,Western Pacific,LMIC,CHN,China,Chengdu,2016,105,NA,Measured,63,NA,Measured,1 N.A.,Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD),2018,
Asia,Asia,Western Pacific,LMIC,CHN,China,Chenzhou,2016,70,NA,Measured,41,NA,Measured,1 N.A.,Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD),2018,
Asia,Asia,Western Pacific,LMIC,CHN,China,Chifeng,2016,76,NA,Measured,37,NA,Measured,1 N.A.,Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD),2018,
Asia,Asia,Western Pacific,LMIC,CHN,China,Chizhou,2016,66,NA,Measured,31,NA,Converted,1 N.A.,Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD),2018,
Asia,Asia,Western Pacific,LMIC,CHN,China,Chongqing,2016,77,NA,Measured,54,NA,Measured,1 N.A.,Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD),2018,
Asia,Asia,Western Pacific,LMIC,CHN,China,Chuxiong,2016,35,NA,Measured,22,NA,Measured,1 N.A.,Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD),2018,
Asia,Asia,Western Pacific,LMIC,CHN,China,Chuzhou,2016,77,NA,Measured,59,NA,Measured,1 N.A.,Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD),2018,
Asia,Asia,Western Pacific,LMIC,CHN,China,Dalian,2016,67,NA,Measured,39,NA,Measured,1 N.A.,Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD),2018,
Asia,Asia,Western Pacific,LMIC,CHN,China,Dandong,2016,71,NA,Measured,42,NA,Measured,1 N.A.,Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD),2018,
Asia,Asia,Western Pacific,LMIC,CHN,China,Daqing,2015,62,NA,Measured,45,NA,Measured,1 N.A.,Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD),2018,
